address,price,beds,baths,sqft
"1006-3077 Weston Road, Toronto, ON",469000,2 bed,3 bath,1200-1399 sqft
"106 Danjohn Crescent, Toronto, ON",1528000,4+2 bed,4 bath,2000-2500 sqft
"3101-65 St. Mary Street, Toronto, ON",688000,1 bed,1 bath,500-599 sqft
"193 Hallam Street, Toronto, ON",2190000,4+3 bed,5 bath,
"17 Blyth Hill Road, Toronto, ON",7180000,5+1 bed,7 bath,
"2030-3025 Finch Avenue W, Toronto, ON",589000,2 bed,1 bath,700-799 sqft
"501-30 Meadowglen Place, Toronto, ON",537000,1+1 bed,2 bath,600-699 sqft
"88 Blue Jays Way, Toronto, ON",90000,– bed,– bath,
"115 South Kingsway N/a, Toronto, ON",1550000,2+2 bed,2 bath,700-1100 sqft
"1909-2020 Bathurst Street, Toronto, ON",469000,1 bed,1 bath,0-499 sqft
"608-2365 Kennedy Road, Toronto, ON",490000,2 bed,2 bath,900-999 sqft
"410-8 Trent Avenue, Toronto, ON",618000,1+1 bed,1 bath,600-699 sqft
"40 Donino Avenue, Toronto, ON",5188000,5+1 bed,7 bath,3500-5000 sqft
"106 Homestead Road, Toronto, ON",950000,– bed,– bath,
"521-293 The Kingsway N/a, Toronto, ON",738000,2 bed,2 bath,700-799 sqft
"312-25 Ritchie Avenue, Toronto, ON",759999,1+1 bed,1 bath,600-699 sqft
"3003-1 Bedford Road, Toronto, ON",3499990,2 bed,3 bath,1600-1799 sqft
"94 Plum Tree Way, Toronto, ON",879000,3 bed,2 bath,1000-1199 sqft
"1511-150 Alton Towers Circle, Toronto, ON",628800,2+1 bed,2 bath,1200-1399 sqft
"913-35 Tubman Avenue, Toronto, ON",529900,1 bed,1 bath,500-599 sqft
"102 Greenwood Avenue, Toronto, ON",1690000,4 bed,4 bath,1500-2000 sqft
"50 Glen Echo Road, Toronto, ON",3490000,4+1 bed,5 bath,2000-2500 sqft
"1050-111 Elizabeth Street, Toronto, ON",999900,2+1 bed,2 bath,1000-1199 sqft
"1208-15 Fort York Boulevard, Toronto, ON",608000,1+1 bed,1 bath,600-699 sqft
"91 St. John's Road, Toronto, ON",2149900,5 bed,4 bath,
"55 Freemont Avenue, Toronto, ON",1399000,– bed,– bath,3000-3500 sqft
"197 Royal York Road, Toronto, ON",1989000,5 bed,6 bath,2000-2500 sqft
"19A-108 Corporate Drive E, Toronto, ON",699000,– bed,– bath,
"18-152 Homestead Road, Toronto, ON",679900,3+1 bed,2 bath,1600-1799 sqft
"309-562 Eglinton Avenue E, Toronto, ON",479900,1 bed,1 bath,600-699 sqft
"314-2 Forest Hill Road, Toronto, ON",4224900,2+1 bed,3 bath,1800-1999 sqft
"908-33 Helendale Avenue, Toronto, ON",634900,2+1 bed,2 bath,700-799 sqft
"708-35 Balmuto Street, Toronto, ON",985000,2+1 bed,2 bath,900-999 sqft
"149-225 Birmingham Street, Toronto, ON",699900,2 bed,3 bath,1000-1199 sqft
"400 Princess Avenue, Toronto, ON",2500000,3+1 bed,3 bath,
"2982 Bayview Avenue, Toronto, ON",2500000,3+1 bed,3 bath,
"806-2 Forest Hill Road, Toronto, ON",2454900,1+1 bed,2 bath,1000-1199 sqft
"302-1750 Bayview Avenue, Toronto, ON",829000,2 bed,2 bath,900-999 sqft
"4104-290 Adelaide Street W, Toronto, ON",1748000,2 bed,3 bath,1000-1199 sqft
"3501-195 Redpath Avenue, Toronto, ON",499000,1+1 bed,1 bath,500-599 sqft
"2806-36 Park Lawn Road N, Toronto, ON",595000,1+1 bed,1 bath,600-699 sqft
"443D Queen Street, Toronto, ON",1099000,3 bed,3 bath,
"804-1048 Broadview Avenue, Toronto, ON",500000,1 bed,1 bath,500-599 sqft
"170 Roxborough Drive, Toronto, ON",14499000,5+1 bed,9 bath,5000 + sqft
"237 Empress Avenue, Toronto, ON",1798000,2 bed,2 bath,1100-1500 sqft
"404-21 Hillcrest Avenue, Toronto, ON",449000,– bed,1 bath,500-599 sqft
"P3-27 *-35 Brian Peck Crescent, Toronto, ON",49900,– bed,– bath,
"80 Old Forest Hill Road, Toronto, ON",7148888,5 bed,5 bath,5000 + sqft
"413-160 Kingsway Crescent, Toronto, ON",909000,1 bed,2 bath,600-699 sqft
"45 Yorkview Drive, Toronto, ON",,— bed,— bath,— sqft
"1117-15 James Finlay Way, Toronto, ON",489000,1 bed,1 bath,500-599 sqft
"42 Symons Street, Toronto, ON",1278000,4+2 bed,3 bath,1500-2000 sqft
"219-66 Forest Manor Road, Toronto, ON",649900,2 bed,2 bath,800-899 sqft
"16 Ennismore Place, Toronto, ON",1599000,4+1 bed,4 bath,2000-2500 sqft
"6 Hillavon Drive, Toronto, ON",1999000,4 bed,3 bath,2000-2500 sqft
"215 Cedric Avenue, Toronto, ON",1995000,4 bed,5 bath,2000-2500 sqft
"1028-125 Omni Drive, Toronto, ON",438000,1 bed,1 bath,600-699 sqft
"4103-80 John Street, Toronto, ON",558000,1 bed,1 bath,500-599 sqft
"1401-362 The East Mall Drive, Toronto, ON",499000,3 bed,2 bath,1200-1399 sqft
"30 Fifeshire Road, Toronto, ON",,— bed,— bath,— sqft
"1019B College Street, Toronto, ON",1199000,3 bed,3 bath,1600-1799 sqft
"85 Bradstone Square, Toronto, ON",868000,3 bed,2 bath,1100-1500 sqft
"205 Bathurst Street, Toronto, ON",1599000,4+1 bed,4 bath,1100-1500 sqft
"602-128 Hazelton Avenue, Toronto, ON",6599000,3+1 bed,4 bath,2750-2999 sqft
"716-18 Merton Street, Toronto, ON",498500,1 bed,2 bath,600-699 sqft
"707-1121 Bay Street, Toronto, ON",799000,2 bed,2 bath,900-999 sqft
"415 Wilson Avenue, Toronto, ON",4200000,– bed,– bath,
"612-3100 Keele Street, Toronto, ON",489000,1+1 bed,2 bath,600-699 sqft
"1222-460 Adelaide Street E, Toronto, ON",788800,2 bed,2 bath,700-799 sqft
"403-2 Gladstone Avenue E, Toronto, ON",738000,2+1 bed,1 bath,700-799 sqft
"293 Melrose Street, Toronto, ON",1299900,3 bed,2 bath,1100-1500 sqft
"442 Valermo Drive, Toronto, ON",1547000,3+1 bed,4 bath,2500-3000 sqft
"50 Ringway Crescent, Toronto, ON",998868,4 bed,2 bath,1100-1500 sqft
"99 Park Home Avenue, Toronto, ON",1509000,3 bed,1 bath,700-1100 sqft
"2311-286 Main Street, Toronto, ON",650000,1+1 bed,1 bath,600-699 sqft
"1 Tally Lane, Toronto, ON",3988000,4+3 bed,5 bath,
"528-36 Blue Jays Way, Toronto, ON",598888,1 bed,1 bath,600-699 sqft
"172 Oakwood Avenue, Toronto, ON",999999,5+1 bed,3 bath,1500-2000 sqft
"100 Baycrest Avenue, Toronto, ON",2095000,5+1 bed,5 bath,2000-2500 sqft
"235 Claremont Street, Toronto, ON",1770000,3+1 bed,3 bath,1500-2000 sqft
"507-2 Augusta Avenue, Toronto, ON",899000,2 bed,2 bath,700-799 sqft
"205-219 Wilson Avenue, Toronto, ON",405000,1 bed,1 bath,500-599 sqft
"510-5039 Finch Avenue E, Toronto, ON",610000,2+1 bed,2 bath,1000-1199 sqft
"17-6 Bicknell Avenue, Toronto, ON",478000,1 bed,1 bath,500-599 sqft
"1211-2550 Pharmacy Avenue, Toronto, ON",525000,2 bed,1 bath,900-999 sqft
"584 Dundas Street W, Toronto, ON",3499800,– bed,– bath,
"76 Stavely Crescent, Toronto, ON",1550000,3 bed,3 bath,
"1228 Jane Street N, Toronto, ON",1299000,3+1 bed,3 bath,
"5 Dieppe Road S, Toronto, ON",2100000,4 bed,4 bath,1100-1500 sqft
"202-2 Augusta Avenue, Toronto, ON",559000,1 bed,1 bath,0-499 sqft
"204-2 Augusta Avenue, Toronto, ON",579000,1+1 bed,2 bath,500-599 sqft
"76 Amanda Drive, Toronto, ON",1098000,3 bed,2 bath,
"197 Royal York Road, Toronto, ON",1989000,5 bed,6 bath,2000-2500 sqft
"1107-99 Foxbar Road, Toronto, ON",559000,1 bed,1 bath,0-499 sqft
"36 Doris Drive, Toronto, ON",2688000,4+2 bed,5 bath,2500-3000 sqft
"39 Baldwin Street, Toronto, ON",3250000,– bed,– bath,31-50 Years Old
"2809-101 Charles Street E, Toronto, ON",499000,– bed,1 bath,0-499 sqft
"322-11 William Carson Crescent, Toronto, ON",1550000,2 bed,2 bath,1400-1599 sqft
"2307-215 Wynford Drive, Toronto, ON",585700,1+1 bed,1 bath,1000-1199 sqft
"1398 Yonge Street, Toronto, ON",4188000,– bed,– bath,
"323-20 Minowan Miikan Lane, Toronto, ON",629000,1+1 bed,1 bath,600-699 sqft
"PH25-858 Dupont Street, Toronto, ON",1215000,2 bed,2 bath,900-999 sqft
"PH10-500 Dupont Street, Toronto, ON",700000,1+1 bed,2 bath,600-699 sqft
"20 Arrowstook Road, Toronto, ON",4488888,4+1 bed,7 bath,3500-5000 sqft
"406-55A Avenue Road, Toronto, ON",1838000,2 bed,3 bath,1400-1599 sqft
"201-60 Homewood Avenue, Toronto, ON",499999,1+1 bed,1 bath,700-799 sqft
"180-180 Fairbank Avenue, Toronto, ON",1,– bed,– bath,
"604-2 Augusta Avenue, Toronto, ON",549900,1 bed,1 bath,500-599 sqft
"912-30 Baseball Place, Toronto, ON",480000,1 bed,1 bath,0-499 sqft
"54 Centre Avenue, Toronto, ON",1500000,3+1 bed,2 bath,1100-1500 sqft
"230 Queen Street W, Toronto, ON",3680000,– bed,– bath,
"1104-270 Dufferin Street, Toronto, ON",675000,1+1 bed,2 bath,500-599 sqft
"PH9-183 Dovercourt Road, Toronto, ON",1149900,1 bed,2 bath,800-899 sqft
"1601-36 Park Lawn Road W, Toronto, ON",599000,1+1 bed,1 bath,500-599 sqft
"207-485 Rosewell Avenue, Toronto, ON",,— bed,— bath,— sqft
"386 Spadina Road, Toronto, ON",2298000,6 bed,4 bath,2500-3000 sqft
"84 Old Forest Hill Road, Toronto, ON",16950000,5+1 bed,8 bath,5000 + sqft
"507-8 Charlotte Street, Toronto, ON",775000,1+1 bed,2 bath,800-899 sqft
"2916-121 Mcmahon Drive, Toronto, ON",649000,1+1 bed,1 bath,600-699 sqft
"903-9 Valhalla Inn Road, Toronto, ON",399900,1 bed,1 bath,500-599 sqft
"46 Canmore Boulevard, Toronto, ON",1749000,4+4 bed,4 bath,3000-3500 sqft
"2006-10 Queens Quay W, Toronto, ON",1428900,2 bed,3 bath,1600-1799 sqft
"1616-138 Downes Street, Toronto, ON",670000,1+1 bed,1 bath,500-599 sqft
"2A Fern Avenue, Toronto, ON",2999000,– bed,– bath,
"2506-22 Olive Avenue, Toronto, ON",618880,2 bed,1 bath,700-799 sqft
"186-10 Lloyd Janes Lane S, Toronto, ON",960000,3 bed,3 bath,1200-1399 sqft
"602-801 Sheppard Avenue W, Toronto, ON",575000,2 bed,1 bath,700-799 sqft
"804-15 Holmes Avenue, Toronto, ON",909000,3 bed,2 bath,900-999 sqft
"1501-120 Homewood Avenue, Toronto, ON",849000,2 bed,2 bath,800-899 sqft
"3010-2191 Yonge Street, Toronto, ON",589000,1+1 bed,1 bath,700-799 sqft
"82 Hillcroft Drive, Toronto, ON",1299900,3 bed,2 bath,1100-1500 sqft
"810-320 Richmond Street E, Toronto, ON",619000,1+1 bed,2 bath,600-699 sqft
"87 Highland Crescent, Toronto, ON",13995000,4 bed,6 bath,3500-5000 sqft
"175 Bathgate Drive, Toronto, ON",2000000,4 bed,4 bath,
"50 Parsell Square, Toronto, ON",799000,3+1 bed,3 bath,
"50 Barrydale Crescent, Toronto, ON",2880000,4+1 bed,4 bath,
"801-5 Defries Street, Toronto, ON",999000,3 bed,2 bath,900-999 sqft
"1911-15 Lower Jarvis Street, Toronto, ON",465000,– bed,1 bath,0-499 sqft
"3204-88 Blue Jays Way, Toronto, ON",779900,1+1 bed,1 bath,600-699 sqft
"A87-33 Sheppard Avenue E, Toronto, ON",30000,– bed,– bath,
"506-18 Spring Garden Avenue, Toronto, ON",839000,2+1 bed,2 bath,900-999 sqft
"819-180 Markham Road, Toronto, ON",440000,2 bed,2 bath,900-999 sqft
"285 Lisgar Street, Toronto, ON",1999999,3 bed,3 bath,1500-2000 sqft
"413 Drewry Avenue, Toronto, ON",1498000,3+3 bed,2 bath,
"462&464 Sammon Avenue, Toronto, ON",1199000,3+1 bed,3 bath,1500-2000 sqft
"801-240 Heath Street W, Toronto, ON",2399000,2 bed,2 bath,1800-1999 sqft
"225 Old Yonge Street, Toronto, ON",1988000,4 bed,3 bath,2000-2500 sqft
"520-68 Broadview Avenue, Toronto, ON",1049000,1 bed,1 bath,1000-1199 sqft
"23 Dunelm Street, Toronto, ON",1049999,3+3 bed,4 bath,1100-1500 sqft
"9 Dewbourne Avenue, Toronto, ON",13900000,5+1 bed,8 bath,5000 + sqft
"TH11-871 Sheppard Avenue W, Toronto, ON",899900,2+1 bed,3 bath,1400-1599 sqft
"1805-188 Cumberland Street, Toronto, ON",536000,1 bed,1 bath,0-499 sqft
"180 Clonmore Drive, Toronto, ON",899000,3 bed,2 bath,1000-1199 sqft
"376-378 Spadina Avenue, Toronto, ON",1,– bed,– bath,
"1-15 Scarth Road, Toronto, ON",2999000,3+2 bed,3 bath,3250-3499 sqft
"10 Brassbell Mill Way, Toronto, ON",1069000,3 bed,3 bath,1200-1399 sqft
"1435 Kingston Road, Toronto, ON",899000,4 bed,4 bath,
"54 Metcalfe Street, Toronto, ON",2499000,8 bed,6 bath,
"17 Electro Road, Toronto, ON",1288888,2+3 bed,3 bath,1100-1500 sqft
"LOCKERROOM-505 Richmond Street W, Toronto, ON",25005,– bed,– bath,0-499 sqft
"183 Byng Avenue, Toronto, ON",3660000,5+2 bed,6 bath,3500-5000 sqft
"106 Homestead Road, Toronto, ON",950000,– bed,– bath,
"2506-88 Corporate Drive, Toronto, ON",625000,2+1 bed,2 bath,1200-1399 sqft
"421-1 Homewood Avenue, Toronto, ON",837500,1 bed,2 bath,600-699 sqft
"311-11753 Sheppard Avenue E, Toronto, ON",529900,2+1 bed,2 bath,1000-1199 sqft
"10 Ivy Avenue, Toronto, ON",2699000,9+5 bed,7 bath,5000 + sqft
"605-38 Elm Street, Toronto, ON",499000,1 bed,1 bath,600-699 sqft
"1210-35 Bastion Street, Toronto, ON",899999,2+1 bed,2 bath,900-999 sqft
"10 Ivy Avenue, Toronto, ON",2699000,9+5 bed,7 bath,5000 + sqft
"185 Burbank Drive, Toronto, ON",3160000,3+2 bed,3 bath,
"1217-4725 Sheppard Avenue E, Toronto, ON",469900,1+1 bed,1 bath,900-999 sqft
"518-775 King Street W, Toronto, ON",439000,– bed,1 bath,0-499 sqft
"1204-4725 Sheppard Avenue E, Toronto, ON",599990,2 bed,2 bath,1400-1599 sqft
"3103-2 Anndale Drive, Toronto, ON",689000,1 bed,1 bath,500-599 sqft
"170 Vaughan Road, Toronto, ON",2590000,– bed,2 bath,
"402-10 Wilby Crescent, Toronto, ON",559000,1+1 bed,2 bath,700-799 sqft
"17 Hardwick Court, Toronto, ON",2780000,4+2 bed,5 bath,3000-3500 sqft
"4404-2045 Lake Shore Boulevard W, Toronto, ON",1998850,3+1 bed,3 bath,3250-3499 sqft
"2601-395 Bloor Street E, Toronto, ON",,— bed,— bath,— sqft
"1456 Dufferin Street, Toronto, ON",1125000,3 bed,2 bath,1100-1500 sqft
"75 Elphick Lane, Toronto, ON",850000,3+1 bed,4 bath,1500-2000 sqft
"133 Airdrie Road, Toronto, ON",1999000,2 bed,2 bath,700-1100 sqft
"170 Sudbury Street, Toronto, ON",44000,– bed,– bath,0-499 sqft
"114 Cleanside Road, Toronto, ON",985000,4 bed,3 bath,1500-2000 sqft
"921 College Street, Toronto, ON",2650000,– bed,– bath,
"1306-225 Sackville Street, Toronto, ON",638000,1+1 bed,2 bath,600-699 sqft
"4511-55 Charles Street E, Toronto, ON",788000,1+1 bed,1 bath,500-599 sqft
"532-20 O'neill Road, Toronto, ON",529000,1 bed,1 bath,0-499 sqft
"2709-1 The Esplanade N/a, Toronto, ON",638000,1+1 bed,1 bath,600-699 sqft
"PH10-447 Walmer Road, Toronto, ON",998000,2 bed,2 bath,1200-1399 sqft
"5001-395 Bloor Street E, Toronto, ON",629990,1+1 bed,1 bath,600-699 sqft
"4308-395 Bloor Street E, Toronto, ON",399990,– bed,1 bath,0-499 sqft
"71-456 Silverstone Drive, Toronto, ON",759900,4+1 bed,2 bath,1400-1599 sqft
"81 Maxome Avenue, Toronto, ON",1368000,3 bed,2 bath,
"1-304-50 Old Kingston Road, Toronto, ON",399900,2 bed,1 bath,700-799 sqft
"302-62 Forest Manor Road, Toronto, ON",489000,1 bed,1 bath,500-599 sqft
"2303-30 Inn On The Park Drive, Toronto, ON",1048000,2 bed,2 bath,1000-1199 sqft
"2602-170 Fort York Boulevard, Toronto, ON",799900,2 bed,2 bath,800-899 sqft
"2418-88 Corporate Drive E, Toronto, ON",539000,1+1 bed,1 bath,700-799 sqft
"604-330 Mccowan Road, Toronto, ON",529900,2+1 bed,2 bath,1000-1199 sqft
"566 Sheppard Avenue W, Toronto, ON",1579000,– bed,– bath,51-99 Years Old
"1606-460 Adelaide Street E, Toronto, ON",595000,1 bed,1 bath,600-699 sqft
"406-34 Tubman Avenue, Toronto, ON",569000,1 bed,1 bath,500-599 sqft
"48-185 Eileen Avenue, Toronto, ON",1205900,3 bed,3 bath,1500-2000 sqft
"51-185 Eileen Avenue, Toronto, ON",1195900,3 bed,3 bath,1500-2000 sqft
"3205-50 Brian Harrison Way, Toronto, ON",485000,1+1 bed,1 bath,600-699 sqft
"206-560 King Street W, Toronto, ON",599000,1+1 bed,1 bath,600-699 sqft
"TH 5-63 St. Mary Street, Toronto, ON",3999000,3+1 bed,3 bath,2500-2749 sqft
"805-17 Kenaston Gardens, Toronto, ON",708000,2 bed,2 bath,700-799 sqft
"2601-50 O'neill Road, Toronto, ON",598000,2 bed,2 bath,600-699 sqft
"3910-30 Inn On The Park Drive, Toronto, ON",1025000,2 bed,2 bath,800-899 sqft
"65 Tideswell Boulevard, Toronto, ON",1095000,3 bed,4 bath,< 700 sqft
"1506-100 Wingarden Court, Toronto, ON",479999,2 bed,2 bath,1000-1199 sqft
"1603-8 Charlotte Street, Toronto, ON",1029000,2 bed,2 bath,900-999 sqft
"294 Valermo Drive, Toronto, ON",2150000,4+2 bed,6 bath,3500-5000 sqft
"123-4750 Yonge Street, Toronto, ON",619800,– bed,– bath,
"2903-16 Yonge Street, Toronto, ON",559000,1 bed,1 bath,500-599 sqft
"G11-24 Noble Street, Toronto, ON",475000,– bed,1 bath,0-499 sqft
"2116-330 Richmond Street W, Toronto, ON",759000,1+1 bed,1 bath,600-699 sqft
"409-200 Sudbury Street, Toronto, ON",1099000,2+1 bed,2 bath,900-999 sqft
"49 Rollscourt Drive, Toronto, ON",8995000,5+2 bed,8 bath,
"145 Kingsdale Avenue, Toronto, ON",2586800,4+1 bed,5 bath,2500-3000 sqft
"409-15 London Green Court, Toronto, ON",499900,3 bed,2 bath,1000-1199 sqft
"52 Berkindale Drive, Toronto, ON",5150000,5+1 bed,6 bath,3500-5000 sqft
"1008-82 Dalhousie Street, Toronto, ON",588000,1+1 bed,1 bath,0-499 sqft
"31-2335 Sheppard Avenue W, Toronto, ON",679000,2 bed,2 bath,900-999 sqft
"57 Apted Avenue, Toronto, ON",1099000,3+1 bed,2 bath,1100-1500 sqft
"414-128 Fairview Mall Drive, Toronto, ON",474800,1 bed,1 bath,0-499 sqft
"3005-6 Sonic Way, Toronto, ON",459900,1+1 bed,2 bath,600-699 sqft
"711-170 Sudbury Street, Toronto, ON",559000,2 bed,1 bath,700-799 sqft
"PH 01-117 Gerrard Street E, Toronto, ON",,— bed,— bath,— sqft
"14 Houston Crescent, Toronto, ON",1588888,4+2 bed,3 bath,1100-1500 sqft
"8 Nineteenth Street, Toronto, ON",1299999,4+1 bed,3 bath,1500-2000 sqft
"26 Paultiel Drive, Toronto, ON",1529000,3+1 bed,2 bath,1100-1500 sqft
"181 Broadlands Boulevard, Toronto, ON",1399000,4 bed,4 bath,1100-1500 sqft
"304-1 The Esplanade Drive, Toronto, ON",888888,2+1 bed,2 bath,1000-1199 sqft
"2607-395 Bloor Street E, Toronto, ON",529000,1+1 bed,1 bath,500-599 sqft
"19 Belgate Place, Toronto, ON",1190000,3+1 bed,2 bath,1500-2000 sqft
"1029-38 Grand Magazine Street, Toronto, ON",,— bed,— bath,— sqft
"312-80 Orchid Place Drive, Toronto, ON",599000,2 bed,2 bath,1000-1199 sqft
"304 Ridley Boulevard, Toronto, ON",2949999,4 bed,4 bath,2500-3000 sqft
"318-8 Mercer Street, Toronto, ON",488000,1 bed,1 bath,0-499 sqft
"34 Chad Crescent, Toronto, ON",799900,3 bed,2 bath,1500-2000 sqft
"226-10 Capreol Court, Toronto, ON",599999,2 bed,1 bath,600-699 sqft
"77 Habitant Drive, Toronto, ON",1050000,3+2 bed,2 bath,1100-1500 sqft
"10 Restever Gate, Toronto, ON",,— bed,— bath,— sqft
"621 Bathurst Street, Toronto, ON",2898000,3 bed,3 bath,2000-2500 sqft
"75 Shilton Road, Toronto, ON",1748880,4+2 bed,3 bath,2000-2500 sqft
"1110-57 St. Joseph Street, Toronto, ON",599999,1 bed,1 bath,500-599 sqft
"609C Harvie Avenue, Toronto, ON",1799998,3 bed,4 bath,2000-2500 sqft
"304-556 Marlee Avenue, Toronto, ON",,— bed,— bath,— sqft
"2808-955 Bay Street, Toronto, ON",920000,2+1 bed,2 bath,700-799 sqft
"1205-1080 Bay Street, Toronto, ON",945000,1+1 bed,1 bath,600-699 sqft
"16-20 Hainford Street, Toronto, ON",729990,3+1 bed,2 bath,1600-1799 sqft
"431-36 Zorra Street, Toronto, ON",509900,1+1 bed,1 bath,700-799 sqft
"1 Benbow Road, Toronto, ON",2250000,4+2 bed,5 bath,2500-3000 sqft
"2006-110 Charles Street E, Toronto, ON",670000,1+1 bed,1 bath,700-799 sqft
"2117-460 Adelaide Street E, Toronto, ON",585000,1 bed,1 bath,600-699 sqft
"1021 Wilson Avenue, Toronto, ON",680000,Restaurant,,
"2805-21 Widmer Street, Toronto, ON",568800,1 bed,1 bath,700-799 sqft
"4106-41 Sudbury Street, Toronto, ON",999000,3 bed,2 bath,1000-1199 sqft
"105 Betty Ann Drive, Toronto, ON",1898000,– bed,8 bath,
"102-12 Symes Road, Toronto, ON",899900,2+1 bed,2 bath,1000-1199 sqft
"3905-117 Mcmahon Drive, Toronto, ON",650000,1 bed,1 bath,500-599 sqft
"30 Wintermute Boulevard, Toronto, ON",1419988,4+1 bed,4 bath,2000-2500 sqft
"26 Wilket Road, Toronto, ON",6950000,5+1 bed,5 bath,
"99 Euclid Avenue, Toronto, ON",1539000,3 bed,2 bath,
"21 Twenty Ninth Street, Toronto, ON",1988800,3+1 bed,4 bath,1500-2000 sqft
"4 Nordin Avenue, Toronto, ON",1749990,3+2 bed,2 bath,1100-1500 sqft
"15 Mcarthur Street, Toronto, ON",1139900,3 bed,2 bath,1100-1500 sqft
"7 Lebos Road, Toronto, ON",1195000,3+2 bed,2 bath,1100-1500 sqft
"120 Homewood Avenue, Toronto, ON",3299000,4+1 bed,6 bath,3500-5000 sqft
"714 Conacher Drive, Toronto, ON",1798000,4+1 bed,4 bath,< 700 sqft
"1221-251 Jarvis Street, Toronto, ON",435000,1 bed,1 bath,0-499 sqft
"1202-1 Massey Square, Toronto, ON",499000,2 bed,1 bath,900-999 sqft
"405-1101 Steeles Avenue W, Toronto, ON",548000,2 bed,2 bath,1200-1399 sqft
"601-1195 The Queensway N/a, Toronto, ON",529000,– bed,1 bath,0-499 sqft
"1702-59 East Liberty Street, Toronto, ON",599000,1 bed,1 bath,600-699 sqft
"209-170 Chiltern Hill Road, Toronto, ON",469000,1 bed,1 bath,500-599 sqft
"6244 Kingston Road, Toronto, ON",1,2 bed,2 bath,1100-1500 sqft
"309-20 Forest Manor Road, Toronto, ON",419900,1 bed,1 bath,700-799 sqft
"25 Stillwater Crescent, Toronto, ON",2250000,4+2 bed,5 bath,3500-5000 sqft
"5-9 Eaton Park Lane, Toronto, ON",758800,2 bed,2 bath,1000-1199 sqft
"108-1775 Markham Road, Toronto, ON",749000,3 bed,3 bath,1000-1199 sqft
"1203-135 East Liberty Street, Toronto, ON",849000,3 bed,2 bath,900-999 sqft
"76-91 Muir Drive, Toronto, ON",575000,3 bed,2 bath,1200-1399 sqft
"208-801 Lawrence Avenue E, Toronto, ON",789000,2 bed,2 bath,900-999 sqft
"202 Churchill Avenue, Toronto, ON",1438000,3+1 bed,2 bath,700-1100 sqft
"45 Barrymore Road, Toronto, ON",990000,3+4 bed,4 bath,
"607-88 Cumberland Street, Toronto, ON",,— bed,— bath,— sqft
"611 Staines Road, Toronto, ON",1388000,4+2 bed,4 bath,< 700 sqft
"LPH02-2240 Lakeshore Boulevard W, Toronto, ON",819900,2 bed,2 bath,700-799 sqft
"1508-88 Broadway Avenue, Toronto, ON",719000,2 bed,2 bath,700-799 sqft
"2104-281 Mutual Street, Toronto, ON",639900,1 bed,1 bath,600-699 sqft
"UPH04-70 Annie Craig Drive, Toronto, ON",1590000,2 bed,2 bath,1000-1199 sqft
"102-120 Dallimore Circle, Toronto, ON",549999,1+1 bed,2 bath,600-699 sqft
"612+P2-46-92 King Street E, Toronto, ON",569900,1+1 bed,1 bath,600-699 sqft
"1515-175 Bamburgh Circle, Toronto, ON",799000,2+1 bed,2 bath,1400-1599 sqft
"3403-761 Bay Street, Toronto, ON",739800,1+1 bed,2 bath,700-799 sqft
"6703-88 Harbour Street, Toronto, ON",650000,1 bed,1 bath,500-599 sqft
"1096 Queen Street W, Toronto, ON",5600000,– bed,– bath,
"419 Rogers Road, Toronto, ON",2999900,– bed,– bath,
"4102-55 Mercer Street, Toronto, ON",1250000,3 bed,2 bath,800-899 sqft
"1702-458 Richmond Street W, Toronto, ON",1944900,3 bed,3 bath,1400-1599 sqft
"204-181 Sterling Road, Toronto, ON",2950000,– bed,– bath,
