address,price,beds,baths,sqft
"4807-251 Jarvis Street E, Toronto, ON",525000,– ,1 ,0-499 
"1001-33 Frederick Todd Way, Toronto, ON",999990,2 ,3 ,900-999 
"2203-1 Massey Square, Toronto, ON",449999,2 ,1 ,1000-1199 
"709-35 Bastion Street, Toronto, ON",899888,2+1 ,2 ,800-899 
"3016-12 Sudbury Street, Toronto, ON",759000,2 ,1 ,600-699 
"1105-1486 Bathurst Street, Toronto, ON",688000,2+1 ,2 ,900-999 
"13 Rutherford Avenue, Toronto, ON",849000,3+2 ,3 ,1500-2000 
"205-90 Broadview Avenue, Toronto, ON",825000,1+1 ,1 ,900-999 
"5508-11 Brunel Court, Toronto, ON",719900,1+1 ,1 ,600-699 
"2109-85 Wood Street, Toronto, ON",599000,1+1 ,1 ,500-599 
"151 Cabernet Circle, Toronto, ON",959000,3 ,2 ,1100-1500 
"404-800 Spadina Road, Toronto, ON",549888,2 ,2 ,800-899 
"50-23 Valhalla Inn Road, Toronto, ON",869999,3+1 ,3 ,1200-1399 
"806-500 Avenue Road, Toronto, ON",2499000,2+1 ,2 ,2000-2249 
"1209-45 Carlton Street, Toronto, ON",868000,2+1 ,2 ,1200-1399 
"208-1401 O'connor Drive, Toronto, ON",579900,2 ,2 ,700-799 
"15-17-188 Spadina Avenue, Toronto, ON",1500000,– ,2 ,
"702-1121 Bay Street, Toronto, ON",580000,1 ,1 ,500-599 
"311-8825 Sheppard Avenue, Toronto, ON",705000,3 ,3 ,1200-1399 
"2707-50 Charles Street, Toronto, ON",549000,1 ,1 ,0-499 
"2315-18 Yonge Street, Toronto, ON",635000,1 ,1 ,600-699 
"302-30 Elm Avenue, Toronto, ON",599000,2 ,1 ,800-899 
"603-59 Annie Craig Drive, Toronto, ON",1238000,2+1 ,2 ,900-999 
"1510-50 Power Street, Toronto, ON",595000,2 ,2 ,600-699 
"77 Bannatyne Drive, Toronto, ON",5600000,4+1 ,7 ,3500-5000 
"50 Eighth Street, Toronto, ON",1149000,3 ,2 ,1100-1500 
"70 Allen Avenue, Toronto, ON",1299000,– ,– ,700-1100 
"6 Baskerville Crescent, Toronto, ON",1299000,3 ,2 ,700-1100 
"90A Bicknell Avenue, Toronto, ON",1498989,3+1 ,3 ,1100-1500 
"1301-220 Victoria Street, Toronto, ON",589000,1+1 ,2 ,700-799 
"PH01-470 Front Street W, Toronto, ON",1950000,3 ,3 ,1200-1399 
"1266 Bloor Street W, Toronto, ON",2350000,– ,– ,100+ years old
"1826-251 Jarvis Street, Toronto, ON",399000,– ,1 ,0-499 
"932-1100 Sheppard Avenue W, Toronto, ON",588000,1 ,1 ,0-499 
"1034-100 Mornelle Court, Toronto, ON",549877,3+1 ,2 ,1200-1399 
"207-15 Torrance Road, Toronto, ON",444900,1+1 ,1 ,800-899 
"1006-19 Bathurst Street, Toronto, ON",675000,1+1 ,1 ,500-599 
"509-9 Valhalla Inn Road, Toronto, ON",434800,1 ,1 ,500-599 
"1905-1 Bloor Street E, Toronto, ON",815000,1+1 ,1 ,600-699 
"507-30 Canterbury Place, Toronto, ON",589000,1+1 ,1 ,900-999 
"341 Moore Park Avenue, Toronto, ON",1289000,3+1 ,2 ,1100-1500 
"2506-224 King Street W, Toronto, ON",1098000,2 ,1 ,800-899 
"1810-5180 Yonge Street, Toronto, ON",699000,1+1 ,1 ,500-599 
"1703-110 Bloor Street W, Toronto, ON",1425000,1+1 ,1 ,1000-1199 
"2002-30 Ordnance Street, Toronto, ON",888000,2 ,2 ,800-899 
"12 Martini Drive, Toronto, ON",999500,3+1 ,3 ,1100-1500 
"285 Robina Avenue, Toronto, ON",849000,2 ,2 ,700-1100 
"105-99 The Donway N/a W, Toronto, ON",579000,1 ,1 ,500-599 
"503-600 Rexdale Boulevard, Toronto, ON",549900,2+1 ,2 ,1000-1199 
"408-60 Berwick Avenue, Toronto, ON",1000000,2 ,2 ,800-899 
"4103-300 Front Street W, Toronto, ON",739000,1+1 ,1 ,600-699 
"705-600 Queens Quay W, Toronto, ON",899000,2+1 ,2 ,800-899 
"2 Adirondack Gate, Toronto, ON",,— ,— ,— 
"5-2560 Morningside Avenue, Toronto, ON",6759000,– ,1 ,new
"1408-203 College Street, Toronto, ON",950000,2 ,2 ,600-699 
"2713-15 Lower Jarvis Street, Toronto, ON",758000,2 ,2 ,700-799 
"2003-49 East Liberty Street, Toronto, ON",869800,3+1 ,2 ,800-899 
"2310-85 Queens Wharf Road, Toronto, ON",559000,1 ,1 ,500-599 
"3707-28 Ted Rogers Way, Toronto, ON",650000,1+1 ,1 ,600-699 
"3 Savarin Street, Toronto, ON",997000,3 ,2 ,1100-1500 
"34B Sherwood Avenue, Toronto, ON",3249000,3+1 ,3 ,2000-2500 
"UNIT #1811-88 Harbour Street, Toronto, ON",488888,– ,1 ,0-499 
"1913-270 Scarlett Road, Toronto, ON",870000,2 ,2 ,1000-1199 
"5302-28 Freeland Street, Toronto, ON",2698000,3 ,3 ,1600-1799 
"3106-159 Dundas Street E, Toronto, ON",578800,1+1 ,2 ,600-699 
"221-543 Richmond Street W, Toronto, ON",685000,1+1 ,2 ,600-699 
"3409-55 Ann O'reilly Road, Toronto, ON",569000,1+1 ,2 ,600-699 
"604-4062 Lawrence Avenue E, Toronto, ON",439900,3 ,2 ,1200-1399 
"126 Santa Barbara Road, Toronto, ON",4395000,4+1 ,7 ,3500-5000 
"91 Elmsthorpe Avenue, Toronto, ON",2749000,4 ,4 ,2000-2500 
"1616-320 Dixon Road, Toronto, ON",385000,2 ,1 ,1000-1199 
"3133 St. Clair Avenue E, Toronto, ON",999000,3 ,2 ,700-1100 
"PARKING&LOCK-49 East Liberty Street, Toronto, ON",65000,– ,– ,0-499 
"823-238 Bonis Avenue, Toronto, ON",450000,1 ,1 ,500-599 
"1612-11 Wellesley Street W, Toronto, ON",1,– ,1 ,0-499 
"1818-800 Lawrence Avenue W, Toronto, ON",540900,1+1 ,1 ,500-599 
"215 Dunview Avenue, Toronto, ON",2290000,4+2 ,3 ,2000-2500 
"12 Clarinda Drive, Toronto, ON",2379000,4+1 ,5 ,2500-3000 
"1491 Royal York Road, Toronto, ON",1549000,4+2 ,4 ,1100-1500 
"GPH24-80 Harrison Garden Boulevard, Toronto, ON",999000,2+1 ,2 ,1200-1399 
"2010-89 Dunfield Avenue, Toronto, ON",1050000,2+1 ,2 ,1000-1199 
"PH203-460 Adelaide Street E, Toronto, ON",948000,2 ,2 ,800-899 
"1708-2269 Lake Shore Boulevard W, Toronto, ON",995000,2+1 ,2 ,1400-1599 
"1503-50 Lombard Street, Toronto, ON",509000,1 ,1 ,700-799 
"1510-15 La Rose Avenue, Toronto, ON",543000,2 ,2 ,1000-1199 
"306-17 Zorra Street, Toronto, ON",624000,2 ,2 ,700-799 
"27 Inverleigh Drive, Toronto, ON",3888000,4+1 ,6 ,3000-3500 
"53 Rhodes Avenue, Toronto, ON",1285000,2 ,1 ,700-1100 
"3412-8 Eglinton Avenue E, Toronto, ON",599000,1+1 ,2 ,600-699 
"5104-12 York Street, Toronto, ON",1499000,3 ,2 ,1000-1199 
"3812-15 Fort York Boulevard, Toronto, ON",1130000,2+1 ,2 ,1000-1199 
"206-10 Meadowglen Place, Toronto, ON",699999,3 ,2 ,900-999 
"315-140 Leeward Glenway, Toronto, ON",619000,3 ,2 ,1000-1199 
"PH06-65 Huntingdale Boulevard, Toronto, ON",698800,2+1 ,2 ,1400-1599 
"TH6-934 Mount Pleasant Road, Toronto, ON",1450000,3 ,3 ,1600-1799 
"417-2 Old Mill Drive, Toronto, ON",1039900,2 ,2 ,800-899 
"25 Mulholland Avenue, Toronto, ON",1795000,4 ,4 ,2500-3000 
"1910-65 Harbour Square, Toronto, ON",1599000,3 ,3 ,2000-2249 
"524-2300 St. Clair Avenue W, Toronto, ON",565000,1+1 ,1 ,600-699 
"607-2220 Lake Shore Boulevard W, Toronto, ON",500000,1+1 ,1 ,600-699 
"PARKING-8 Eglinton Avenue E, Toronto, ON",,— ,— ,— 
"3706-8 Eglinton Avenue E, Toronto, ON",599900,1 ,1 ,500-599 
"3703-125 Village Green Square, Toronto, ON",788888,3 ,2 ,1200-1399 
"4010-65 Bremner Boulevard, Toronto, ON",869900,2+1 ,2 ,800-899 
"708-390 Dixon Road, Toronto, ON",372500,2 ,1 ,900-999 
"1372 Islington Avenue, Toronto, ON",2188000,3 ,2 ,1100-1500 
"5-100 Long Branch Avenue, Toronto, ON",,— ,— ,— 
"705-18 Concorde Place, Toronto, ON",728000,2 ,2 ,1200-1399 
"1003-8 Eglinton Avenue E, Toronto, ON",518888,1 ,1 ,0-499 
"1008-10 Parkway Forest Drive, Toronto, ON",439900,1 ,1 ,700-799 
"65 Ivorwood Crescent, Toronto, ON",939000,2+1 ,2 ,700-1100 
"425-9 Tecumseth Street, Toronto, ON",679000,2 ,1 ,700-799 
"75 Manitoba Street, Toronto, ON",1299000,2+1 ,2 ,700-1100 
"1607-50 Forest Manor Road, Toronto, ON",525000,1+1 ,1 ,0-499 
"1580 Davenport Road, Toronto, ON",1199000,2+1 ,4 ,1100-1500 
"214-1401 O'connor Drive, Toronto, ON",574999,2 ,2 ,600-699 
"10 Courtwood Place, Toronto, ON",4980000,3+2 ,4 ,3500-5000 
"181 Kane Avenue, Toronto, ON",699000,3 ,2 ,700-1100 
"629-591 Sheppard Avenue E, Toronto, ON",819000,2+1 ,2 ,900-999 
"501-33 Mill Street, Toronto, ON",749995,1+1 ,1 ,700-799 
"310-38 William Carson Crescent, Toronto, ON",688000,1+1 ,1 ,700-799 
"228-543 Richmond Street W, Toronto, ON",659750,1+1 ,2 ,600-699 
"2811-155 Yorkville Avenue S, Toronto, ON",499000,1 ,1 ,0-499 
"201-120 Rosedale Valley Road, Toronto, ON",1350000,3 ,2 ,1600-1799 
"807-170 Sumach Street, Toronto, ON",539900,1+1 ,1 ,600-699 
"1707-20 Olive Avenue, Toronto, ON",525000,1 ,1 ,600-699 
"508-627 The West Mall N/a, Toronto, ON",575000,2+1 ,2 ,1000-1199 
"541 Deloraine Avenue, Toronto, ON",2799999,4+1 ,5 ,3500-5000 
"607-88 Park Lawn Road, Toronto, ON",749000,2 ,2 ,800-899 
"1708-25 Maitland Street, Toronto, ON",,— ,— ,— 
"410-3830 Bathurst Street, Toronto, ON",498000,1+1 ,1 ,600-699 
"203-10 Old Mill Trail, Toronto, ON",1149000,2 ,2 ,1000-1199 
"N311-455 Front Street E, Toronto, ON",559990,1+1 ,1 ,500-599 
"613-210 Simcoe Street W, Toronto, ON",538000,1 ,1 ,0-499 
"5502-50 Charles Street E, Toronto, ON",,— ,— ,— 
"2209-15 Queens Quay E, Toronto, ON",880000,2 ,1 ,600-699 
"2504-11 Charlotte Street, Toronto, ON",549000,1 ,1 ,0-499 
"107-211 St Patrick Street, Toronto, ON",999999,2 ,2 ,1200-1399 
"3508-2200 Lake Shore Boulevard W, Toronto, ON",545800,1+1 ,1 ,600-699 
"312-55 Mercer Street, Toronto, ON",535000,1 ,1 ,500-599 
"2808-15 Holmes Avenue, Toronto, ON",898000,2 ,2 ,800-899 
"1009-10 Edgecliff Golfway, Toronto, ON",588800,3 ,2 ,1000-1199 
"94 Brimley Road W, Toronto, ON",1049000,3+1 ,4 ,1500-2000 
"43 Bethnal Avenue, Toronto, ON",1275000,2 ,2 ,1100-1500 
"2404-30 Samuel Wood Way, Toronto, ON",548000,1+1 ,1 ,600-699 
"S604-8 Olympic Garden Drive, Toronto, ON",599000,2+1 ,2 ,700-799 
"210-5877 Bathurst Street, Toronto, ON",399980,2 ,1 ,800-899 
"715-251 Manitoba Street, Toronto, ON",749000,2 ,2 ,800-899 
"10-40 Westmoreland Avenue, Toronto, ON",2100000,2 ,3 ,1800-1999 
"70 Banbury Road, Toronto, ON",7980000,5+1 ,8 ,5000 + 
"509-5785 Yonge Street, Toronto, ON",779000,2+1 ,2 ,1000-1199 
"1208-30 Meadowglen Place, Toronto, ON",499900,1+1 ,2 ,600-699 
"205-235 Sherway Gardens Road, Toronto, ON",480000,1 ,1 ,500-599 
"1803-255 Village Green Square, Toronto, ON",619900,2 ,2 ,700-799 
"75 Taysham Crescent, Toronto, ON",1265000,5 ,4 ,700-1100 
"8C Clairtrell Road, Toronto, ON",1599900,3 ,4 ,2000-2500 
"288 Rhodes Avenue, Toronto, ON",1069900,1+1 ,2 ,700-1100 
"26 Crimson Millway N/a, Toronto, ON",1299900,4+1 ,4 ,1800-1999 
"1608-3845 Lake Shore Boulevard W, Toronto, ON",699900,2 ,1 ,900-999 
"330 Homewood Avenue, Toronto, ON",1549000,3+1 ,3 ,2000-2500 
"1033 Woodbine Avenue, Toronto, ON",1560000,3+3 ,4 ,2000-2500 
"21 Tayrow Road, Toronto, ON",1099000,3 ,2 ,1100-1500 
"907-955 Bay Street, Toronto, ON",549000,– ,1 ,0-499 
"3709-426 University Avenue, Toronto, ON",549900,1 ,1 ,500-599 
"107 The Kingsway N/a, Toronto, ON",2999999,5 ,5 ,2500-3000 
"80 Haliburton Avenue, Toronto, ON",2799999,4+2 ,5 ,3000-3500 
"134 Millicent Street, Toronto, ON",2950000,6+2 ,8 ,< 700 
"739 Vaughan Road, Toronto, ON",899999,2 ,1 ,700-1100 
"1601-60 Queen Street E, Toronto, ON",699000,– ,1 ,0-499 
"1401-55 Charles Street E, Toronto, ON",699000,1 ,1 ,500-599 
"111 Seaton Street, Toronto, ON",1629000,2+2 ,3 ,2000-2500 
"TH 112-60 Homewood Avenue, Toronto, ON",1189900,3+1 ,4 ,2000-2249 
"2808-575 Bloor Street E, Toronto, ON",699000,2 ,2 ,700-799 
"929-15 Northtown Way, Toronto, ON",599000,1+1 ,2 ,600-699 
"10 Shand Avenue, Toronto, ON",3848000,4+1 ,5 ,3000-3500 
"85 Allanbrooke Drive, Toronto, ON",1488800,3 ,3 ,1500-2000 
"618-155 Dalhousie Street, Toronto, ON",599000,1 ,1 ,700-799 
"26 Danville Drive, Toronto, ON",5150000,4+2 ,7 ,3500-5000 
"326-60 Fairfax Crescent, Toronto, ON",447000,1 ,1 ,500-599 
"616-478 King Street W, Toronto, ON",575000,1 ,1 ,0-499 
"2903-1 King Street W, Toronto, ON",408000,– ,1 ,500-599 
"67 West Burton Court, Toronto, ON",799000,3 ,3 ,1100-1500 
"34 Mc Farland Avenue, Toronto, ON",939000,4 ,2 ,1100-1500 
"504-33 Frederick Todd Way, Toronto, ON",600000,1 ,1 ,600-699 
"303-135 Canon Jackson Drive E, Toronto, ON",650000,2 ,2 ,700-799 
"1122-70 Roehampton Avenue, Toronto, ON",978000,2 ,2 ,900-999 
"82 Cedarcrest Boulevard, Toronto, ON",1099900,4 ,2 ,700-1100 
"1022-550 Queens Quay W, Toronto, ON",799000,1 ,1 ,800-899 
"4609-832 Bay Street, Toronto, ON",555000,1 ,1 ,0-499 
"1105-33 Shore Breeze Drive, Toronto, ON",534800,1 ,1 ,500-599 
"61 Woodlawn Avenue W, Toronto, ON",2850000,3+1 ,3 ,1500-2000 
"82 Carnival Court, Toronto, ON",1099000,3+1 ,3 ,1500-2000 
"914-352 Front Street, Toronto, ON",635000,1+1 ,1 ,600-699 
"501-630 Greenwood Avenue, Toronto, ON",849900,2+1 ,2 ,900-999 
"417-8 Olympic Garden Drive, Toronto, ON",449000,1+1 ,1 ,500-599 
"TH04-10 De Boers Drive, Toronto, ON",819000,2 ,3 ,1000-1199 
"1609-219 Fort York Boulevard, Toronto, ON",1050000,2 ,2 ,900-999 
"611-19 Bathurst Street, Toronto, ON",809000,3 ,2 ,800-899 
"437 Euclid Avenue, Toronto, ON",3680000,4+1 ,6 ,2000-2500 
"303-625 The West Mall N/a, Toronto, ON",569000,2+1 ,2 ,1000-1199 
"1913-80 Alton Towers Circle, Toronto, ON",580000,2 ,1 ,1200-1399 
"103-152 Annette Street, Toronto, ON",670000,1 ,1 ,600-699 
"103-96 St Patrick Street, Toronto, ON",659000,1 ,1 ,700-799 
"2202-1928 Lakeshore Boulevard W, Toronto, ON",599000,1+1 ,1 ,500-599 
"19 Whitney Avenue, Toronto, ON",7695000,5+1 ,5 ,5000 + 
"17 Rainbow Creekway N/a, Toronto, ON",1850000,3 ,3 ,2500-2749 
"124 Rory Road, Toronto, ON",884900,2+1 ,2 ,1000-1199 
"608-220 Victoria Street, Toronto, ON",549000,1 ,1 ,500-599 
"2401-88 Harbour Street, Toronto, ON",574900,1 ,1 ,500-599 
"195 Danforth Road, Toronto, ON",1599998,4+1 ,5 ,2000-2500 
"420-1410 Dupont Street, Toronto, ON",649000,1 ,1 ,
"68 Frankdale Avenue, Toronto, ON",,— ,— ,— 
"6-10 Carnation Avenue, Toronto, ON",735000,2 ,3 ,1000-1199 
"78 Primula Crescent, Toronto, ON",989888,4 ,3 ,< 700 
"20 Owen Boulevard, Toronto, ON",3299000,5+1 ,4 ,1500-2000 
"6 Terrace Avenue, Toronto, ON",2850000,4+1 ,5 ,3500-5000 
"14 Elmview Drive, Toronto, ON",2498000,4+1 ,5 ,2000-2500 
"1403-88 Cumberland Street, Toronto, ON",1050000,2 ,2 ,600-699 
"2150 Bloor Street W, Toronto, ON",,—,— ,
"2150 Bloor Street W, Toronto, ON",,—,— ,
"3108 Danforth Avenue, Toronto, ON",1398000,– ,– ,
"702-4208 Dundas Street W, Toronto, ON",,— ,— ,— 
"1010-8 York Street, Toronto, ON",739000,2+1 ,2 ,800-899 
"317-361 Front Street W, Toronto, ON",528000,1 ,1 ,0-499 
"1709-60 Pavane Linkway N/a, Toronto, ON",439000,2 ,1 ,800-899 
"34 Purdy Crescent, Toronto, ON",1499900,4 ,4 ,1500-2000 
"309 Riverside Drive, Toronto, ON",4395000,– ,– ,
"601-78 Warren Road, Toronto, ON",459000,1 ,1 ,600-699 
"LPH05-56 Annie Craig Drive, Toronto, ON",1488000,3 ,3 ,1400-1599 
"512-2212 Lake Shore Boulevard W, Toronto, ON",549999,1+1 ,1 ,600-699 
"2805-105 The Queensway Street, Toronto, ON",549000,1+1 ,2 ,600-699 
"609-10 Yonge Street, Toronto, ON",409000,– ,1 ,500-599 
"2501-77 Shuter Street, Toronto, ON",497500,1 ,1 ,500-599 
"502-90 Dale Avenue, Toronto, ON",499000,2 ,2 ,1000-1199 
"305-23 Brant Street, Toronto, ON",889000,1+1 ,1 ,800-899 
"205-264 Seaton Street, Toronto, ON",1445000,3+2 ,3 ,2250-2499 
"816-21 Grand Magazine Street, Toronto, ON",705000,1+1 ,1 ,700-799 
"209-1320 Islington Avenue, Toronto, ON",695000,2 ,2 ,900-999 
"608-21 Grand Magazine Street, Toronto, ON",899900,2+1 ,2 ,1000-1199 
"2303-33 Mill Street, Toronto, ON",,— ,— ,— 
"508-25 Stafford Street, Toronto, ON",539000,1 ,1 ,0-499 
"3140 Lake Shore Boulevard W, Toronto, ON",2600000,– ,– ,
"191-3 Millwick Drive, Toronto, ON",1099000,– ,– ,
"48 Denver Crescent, Toronto, ON",3388000,4+1 ,6 ,3000-3500 
"32 Sonic Way, Toronto, ON",1129000,3 ,3 ,1400-1599 
"605-150 East Liberty Street, Toronto, ON",599000,1+1 ,1 ,600-699 
"95 Willowridge Road, Toronto, ON",1200000,4+1 ,4 ,1500-2000 
"1066 St Clair Avenue W, Toronto, ON",1499000,– ,– ,
"90 Arjay Crescent, Toronto, ON",14500000,5+1 ,8 ,5000 + 
"1 B Norbury Crescent, Toronto, ON",1599000,4 ,4 ,2000-2500 
"191-3 Millwick Drive, Toronto, ON",1099000,– ,– ,
"1402-1275 Markham Road, Toronto, ON",499000,2+1 ,2 ,1200-1399 
"2205-90 Park Lawn Road, Toronto, ON",1249000,2+1 ,2 ,1000-1199 
"3-170 Wickson Trail, Toronto, ON",648888,3 ,2 ,1200-1399 
"503-286 Main Street, Toronto, ON",750000,2 ,4 ,700-799 
"505-66 Forest Manor Road, Toronto, ON",515000,1 ,1 ,500-599 
"524-585 Bloor St E . Street NW, Toronto, ON",599000,1 ,1 ,600-699 
"630-169 Fort York Boulevard, Toronto, ON",668000,1+1 ,1 ,600-699 
"903-19 Rosebank Drive, Toronto, ON",695000,4 ,3 ,1600-1799 
"195 Clearbrooke Circle, Toronto, ON",998888,3+1 ,2 ,1100-1500 
"406-5 St Joseph Street, Toronto, ON",466666,– ,1 ,0-499 
"708-158 Front Street E, Toronto, ON",460000,1 ,1 ,500-599 
"717-2885 Bayview Avenue, Toronto, ON",650000,1+1 ,2 ,700-799 
"2115-1928 Lake Shore Boulevard W, Toronto, ON",494999,1 ,1 ,0-499 
"304-362 The East Mall N/a, Toronto, ON",739900,3 ,2 ,1200-1399 
"121-150 Logan Avenue, Toronto, ON",699000,2 ,2 ,700-799 
"2551-25 Viking Lane, Toronto, ON",589900,1+1 ,1 ,700-799 
"1705-1707 Jane Street, Toronto, ON",2149000,– ,– ,
"409-181 Bedford Road, Toronto, ON",1349000,3 ,2 ,1200-1399 
"1111-1055 Bay Street, Toronto, ON",689000,1+1 ,1 ,700-799 
"716-15 Mercer Street, Toronto, ON",789000,2 ,2 ,700-799 
"E-65-7 Brimley Road S, Toronto, ON",449000,1 ,2 ,500-599 
"PH701-21 Clairtrell Road, Toronto, ON",1980000,2 ,3 ,1800-1999 
"68-35 Mariner Terrace, Toronto, ON",28000,– ,– ,0-499 
"209-160 Alton Towers Circle, Toronto, ON",449600,1 ,1 ,700-799 
"1019-230 King Street E, Toronto, ON",669000,1+1 ,2 ,700-799 
"910-8 Silverbell Grove E, Toronto, ON",439000,1+1 ,2 ,800-899 
"54 Cronin Drive, Toronto, ON",3389000,4+2 ,5 ,2500-3000 
"852 Glencairn Avenue, Toronto, ON",1649999,4 ,2 ,1500-2000 
"401-350 Alton Towers Circle, Toronto, ON",499900,2 ,2 ,900-999 
"1712-18 Holmes Avenue, Toronto, ON",558000,1 ,1 ,500-599 
"1014-300 Front Street, Toronto, ON",599000,1 ,1 ,600-699 
"611-825 Church Street, Toronto, ON",1049000,2 ,2 ,900-999 
"311-18 Beverley Street, Toronto, ON",709000,2 ,2 ,700-799 
"609-30 Baseball Place, Toronto, ON",610000,2 ,1 ,600-699 
"1378 Wilson Avenue, Toronto, ON",1299990,4 ,4 ,2000-2500 
"318-150 Logan Avenue, Toronto, ON",1178000,3 ,2 ,1000-1199 
"304-800 Kennedy Road, Toronto, ON",279900,1 ,1 ,700-799 
"1301-150 East Liberty Street, Toronto, ON",599000,1+1 ,1 ,600-699 
"1206-108 Peter Street, Toronto, ON",696000,2 ,2 ,700-799 
"TH05-101 Erskine Avenue, Toronto, ON",2100000,3+1 ,4 ,2250-2499 
"2705-99 Broadway Avenue, Toronto, ON",439000,1 ,1 ,0-499 
"415 Douglas Avenue, Toronto, ON",4859000,4+1 ,8 ,3500-5000 
"5810-30 Shore Breeze Drive, Toronto, ON",554900,1 ,1 ,500-599 
"1411-197 Yonge Street, Toronto, ON",675000,1+1 ,1 ,600-699 
"524 Salem Avenue N, Toronto, ON",1299900,2+1 ,2 ,700-1100 
"504-100 Antibes Drive, Toronto, ON",559800,2+1 ,1 ,1000-1199 
"19 Laurie Shepway N/a, Toronto, ON",898888,3+1 ,2 ,1800-1999 
"516-1070 Sheppard Avenue W, Toronto, ON",530000,1 ,1 ,600-699 
"410-215 The Donway Road W, Toronto, ON",699900,2 ,2 ,1000-1199 
"3140 Lake Shore Boulevard W, Toronto, ON",2600000,– ,– ,
"726-560 Front Street W, Toronto, ON",530000,1 ,1 ,500-599 
"1108-49 Silverstone Drive, Toronto, ON",624900,3 ,2 ,1200-1399 
"25 Burncrest Drive, Toronto, ON",1585000,2+2 ,2 ,700-1100 
"804-298 Jarvis Street, Toronto, ON",468800,1+1 ,1 ,700-799 
"14 Restwell Crescent, Toronto, ON",2195000,4 ,3 ,3500-5000 
"26 Farrington Drive, Toronto, ON",4198000,4+1 ,5 ,3500-5000 
"4 Sea Robin Way, Toronto, ON",799900,3 ,2 ,1400-1599 
"1993 Brimley Road, Toronto, ON",3690000,10 ,13 ,5000 + 
"4606-386 Yonge Street, Toronto, ON",588000,1 ,1 ,500-599 
"560 Wilson Heights Boulevard, Toronto, ON",1599999,– ,– ,
"209-1101 Steeles Avenue W, Toronto, ON",539000,2 ,2 ,900-999 
"31 Chartwell Road, Toronto, ON",1279000,2+2 ,2 ,700-1100 
"150 Holmes Avenue, Toronto, ON",2368000,5+1 ,4 ,3000-3500 
"602-880 Grandview Way, Toronto, ON",998000,3+1 ,2 ,1400-1599 
"326 Pleasant Avenue, Toronto, ON",1795000,4+1 ,3 ,1100-1500 
"170 Spring Garden Avenue, Toronto, ON",4150000,5+3 ,6 ,3500-5000 
"1506-101 Prudential Drive, Toronto, ON",440000,1 ,1 ,700-799 
"1831-68 Corporate Drive, Toronto, ON",480000,1+1 ,1 ,600-699 
"6 Larwood Boulevard, Toronto, ON",1390000,4 ,4 ,2000-2500 
"1910-50 Ann O'reilly Road, Toronto, ON",559000,1+1 ,2 ,600-699 
"1107-30 Gibbs Road, Toronto, ON",654000,3 ,2 ,800-899 
"LPH202-5162 Yonge Street, Toronto, ON",1250000,2+1 ,3 ,1200-1399 
"3007-50 O'neill Drive, Toronto, ON",558900,1 ,1 ,0-499 
"887 Cosburn Avenue, Toronto, ON",1049900,2+2 ,2 ,700-1100 
"501-251 Jarvis Street, Toronto, ON",359000,– ,1 ,0-499 
"2708-290 Adelaide Street W, Toronto, ON",569000,1+1 ,1 ,500-599 
"137 Bannockburn Avenue, Toronto, ON",4300000,4+2 ,7 ,3500-5000 
"1201-211 St Patrick Street, Toronto, ON",1119000,3 ,2 ,1600-1799 
"907-318 King Street E, Toronto, ON",599000,1 ,1 ,500-599 
"20 Coatsworth Crescent, Toronto, ON",1250000,3+1 ,3 ,1500-2000 
"203-15 Zorra Street, Toronto, ON",499999,1+1 ,1 ,600-699 
"1004-28 Wellesley Street E, Toronto, ON",782000,2 ,2 ,600-699 
"67 Maria Street, Toronto, ON",1499999,3+2 ,3 ,< 700 
"407-10 Tangreen Court, Toronto, ON",589900,2 ,2 ,900-999 
"17 James Stock Path, Toronto, ON",1199888,3 ,3 ,2000-2249 
"1111-85 Queens Wharf Road, Toronto, ON",599000,1 ,1 ,500-599 
"PH2102-1101 Leslie Street, Toronto, ON",1399000,2+1 ,2 ,1800-1999 
"3409-7 Mabelle Avenue, Toronto, ON",715000,2+1 ,2 ,800-899 
"521-10 Gateway Boulevard, Toronto, ON",534900,2 ,2 ,1000-1199 
"152-3 Everson Drive, Toronto, ON",609900,2 ,2 ,900-999 
"302-156 Portland Street, Toronto, ON",1124900,2+1 ,2 ,700-799 
"1114-5 Shady Golf Way, Toronto, ON",618000,3 ,2 ,
"PH-103-38 Lee Centre Drive, Toronto, ON",569000,3 ,2 ,900-999 
"311-350 Alton Towers Circle North, Toronto, ON",580000,2 ,2 ,
"2217-15 Northtown Way, Toronto, ON",528000,1 ,1 ,500-599 
"2685 Eglinton Avenue E, Toronto, ON",1400000,– ,– ,
"110 Allenby Avenue, Toronto, ON",1449900,4+4 ,5 ,2500-3000 
"903-2800 Keele Street, Toronto, ON",699000,2+1 ,2 ,900-999 
"105-225 Wellesley Street E, Toronto, ON",725000,2 ,2 ,800-899 
"653-525 Wilson Avenue, Toronto, ON",699000,2 ,2 ,800-899 
"134 Manse Road, Toronto, ON",2179988,5+1 ,4 ,3500-5000 
"2208-10 Deerlick Court, Toronto, ON",499000,1+1 ,1 ,500-599 
"906-757 Victoria Park Avenue, Toronto, ON",649000,2+1 ,2 ,1200-1399 
"405-65 Mutual Street, Toronto, ON",599000,2 ,2 ,600-699 
"1607-95 Mcmahon Drive, Toronto, ON",589000,1+1 ,1 ,600-699 
"603-195 Bonis Avenue, Toronto, ON",588000,2+1 ,2 ,800-899 
